0.0	 	93.8 
 0.0	 	230 
 0.0	 	190 
 0.0	 	163 
 0.0	 	143 
 0.0	 	129 
 0.0	 	118 
 0.0	 	111 
 0.0	 	106 
 0.0	 	102 
 0.0	 	98.2
 0.0	 	95.7
 0.0	 	93.9
 0.0	 	92.2
 0.0	 	91.1 
 0.0	 	89.1 
 0.0	 	88.1 
 0.0	 	87.6 
 0.0	 	86.1 
 0.0	 	85.3 
 0.0	 	84.4 
 0.0	 	83.5 
 0.0	 	82.8 
 0.0	 	82.1 
 0.0	 	81.4 
 0.0	 	80.4 
 0.0	 	79.4 
 0.0	 	78.9 
 0.0	 	78.4 
 0.0	 	78.4 
 0.0	 	76.6 
 0.0	 	76.0 
 0.0	 	74.9 
 0.0	 	73.9 
 0.0	 	73.1 
 0.0	 	62.0 
 0.0	 	60.5 
 0.0	 	59.2 
 0.0	 	58.8 
 0.0	 	57.8 
 0.0	 	56.0 
 0.0	 	55.0 
 0.0	 	55.0 
 0.0	 	53.9 
 0.0	 	53.1 
 0.0	 	51.7 
 0.0	 	50.0 
 0.0	 	49.0 
 0.0	 	47.7 
 0.1	 	47.9 
 0.1	 	47.0 
 0.1	 	45.7 
 0.1	 	44.8 
 0.1	 	43.5 
 0.1	 	43.1 
 0.1	 	42.5 
 0.1	 	41.4 
 0.1	 	40.8 
 0.1	 	40.7 
 0.1	 	39.2 
 0.1	 	38.8 
 0.1	 	38.5 
 0.1	 	37.4 
 0.1	 	36.6 
 0.1	 	36.3 
 0.1	 	34.0 
 0.1	 	32.1 
 0.1	 	31.4 
 0.1	 	30.3 
 0.1	 	28.4 
 0.1	 	27.1 
 0.1	 	25.3 
 0.1	 	24.1 
 0.1	 	22.4 
 0.1	 	21.8 
 0.1	 	20.4 
 0.1	 	20.1 
 0.1	 	19.0 
 0.1	 	17.7 
 0.1	 	17.0 
 0.1	 	17.0 
 0.1	 	15.9 
 0.1	 	15.5 
 0.1	 	15.4 
 0.2	 	14.7 
 0.2	 	14.1 
 0.2	 	13.3 
 0.2	 	12.0 
 0.2	 	11.3 
 0.2	 	11.0 
 0.2	 	10.6 
 0.2	 	9.61 
