0.00106	305	1.52
0.00159	172	1.03
0.00222	125	0.875
0.00296	103	0.824
0.00381	92.2	0.83
0.00477	85.3	0.768
0.00584	81.9	0.737
0.00701	78.3	0.705
0.00829	76.2	0.686
0.016	68.8	0.963
0.018	67.8	0.949
0.02	66.5	0.931
0.022	63.1	0.883
0.024	62.1	0.869
0.026	59.4	0.891
0.028	57.9	0.869
0.03	58.9	0.884
0.032	53.8	0.807
0.034	53.3	0.799
0.036	52.5	0.84
0.038	50.2	0.803
0.04	50.2	0.803
0.042	47.8	0.765
0.044	48.1	0.77
0.046	47.6	0.762
0.048	46.6	0.792
0.05	45.6	0.775
0.052	44.2	0.751
0.054	44.1	0.75
0.056	40.9	0.736
0.058	40.1	0.722
0.06	40.8	0.734
0.062	38.5	0.693
0.064	38.5	0.693
0.066	37	0.703
0.068	36.3	0.69
0.07	34.2	0.65
0.072	34.3	0.652
0.074	34.4	0.654
0.076	32.5	0.65
0.078	33.3	0.666
0.08	31.5	0.63
0.082	31.1	0.622
0.084	30.9	0.618
0.086	30	0.63
0.088	28.4	0.596
0.09	28.1	0.59
0.092	28.3	0.594
0.094	26.9	0.592
0.096	26.9	0.592
0.098	26.5	0.583
0.1	25.4	0.559
0.102	24.6	0.566
0.104	24.4	0.561
0.106	23.7	0.545
0.108	23.1	0.531
0.11	22.7	0.545
0.114	21.7	0.412
0.12	20.3	0.406
0.126	18.9	0.378
0.132	18.1	0.38
0.138	16.5	0.363
0.144	15.7	0.345
0.15	15.1	0.347
0.156	14	0.336
0.162	13	0.312
0.168	12.1	0.303
0.174	10.7	0.289
0.18	10.6	0.286
0.186	9.78	0.274
0.192	8.85	0.266
0.198	9.16	0.266
0.204	8.15	0.253
0.21	7.62	0.244
0.216	7.16	0.236
0.222	6.5	0.228
0.228	6.29	0.22
0.234	5.91	0.213
0.24	5.57	0.206
0.246	5.16	0.201
0.252	5.11	0.199
0.258	4.83	0.193
0.264	4.07	0.179
0.27	4.32	0.181
0.276	4.04	0.178
0.282	3.58	0.168
0.288	3.45	0.166
0.294	3.09	0.154
0.3	2.97	0.151
0.306	2.75	0.146
0.312	2.74	0.145
0.318	2.45	0.137
0.324	2.38	0.136
0.33	2.26	0.133
0.336	2.06	0.128
0.342	1.88	0.12
0.348	1.77	0.117
0.354	1.73	0.116
0.36	1.69	0.115
0.366	1.37	0.103
0.372	1.41	0.104
0.378	1.23	0.097
0.384	1.12	0.093
0.39	1.1	0.092
0.396	1.3	0.1
0.402	1.31	0.093
0.408	0.954	0.086
0.414	0.993	0.087
0.42	0.861	0.082
0.426	0.807	0.079
0.432	0.846	0.08
0.438	0.737	0.076
0.444	0.621	0.07
0.45	0.652	0.071
0.456	0.66	0.071
0.46	0.598	0.018
0.5	0.415	0.012
0.54	0.283	0.009
0.58	0.194	0.006
0.62	0.132	0.004
0.66	0.0922	0.0029
0.7	0.0626	0.0018
0.74	0.0426	0.0013
0.78	0.029	0.0009
0.82	0.0192	0.0006
0.86	0.0138	0.0004
0.9	0.00847	0.00085
0.94	0.00561	0.00056
0.98	0.00374	0.00037
1.02	0.00256	0.00026
1.06	0.00153	0.00015
1.1	0.000985	0.000098
1.14	0.000591	0.000059
1.175	0.000358	0.000025
1.225	0.000158	0.000011
1.275	0.0000667	0.0000053
1.325	0.0000292	0.0000029
1.375	0.00000638	0.00000108
1.425	0.000002	0.00000056
1.475	0.00000828	0.00000124
1.525	0.0000117	0.0000014
1.575	0.0000204	0.000002
1.625	0.0000251	0.0000025
1.675	0.0000297	0.0000027
1.725	0.0000343	0.0000027
1.775	0.0000442	0.0000035
1.825	0.0000395	0.0000036
1.875	0.0000425	0.0000038
1.925	0.0000439	0.0000035
1.975	0.0000428	0.0000038
2.05	0.0000371	0.0000026
2.15	0.000037	0.0000026
2.25	0.0000319	0.0000022
2.35	0.0000265	0.0000018
2.45	0.0000261	0.0000018
2.55	0.0000214	0.0000017
2.65	0.0000169	0.0000015
2.75	0.0000141	0.0000013
2.85	0.0000124	0.0000011
2.95	0.00000965	0.00000106
3.05	0.0000086	0.00000086
3.15	0.00000705	0.00000078
3.25	0.00000494	0.00000064
3.35	0.00000445	0.00000049
3.45	0.00000397	0.00000056
3.55	0.00000369	0.00000055
3.65	0.00000227	0.00000043
3.75	0.00000246	0.00000047
3.85	0.00000128	0.00000032
3.95	0.00000127	0.00000032
4.05	0.00000102	0.00000029
4.15	0.00000171	0.00000039
4.25	0.00000101	0.0000003
4.35	0.000000386	0.000000178
4.45	0.000000363	0.000000167
4.6	0.00000057	0.000000165
4.8	0.000000419	0.000000142
5	0.000000187	0.000000095
5.2	0.000000173	0.0000001
5.4	0.000000202	0.000000119
5.75	4.46E-08	4.42E-08

